name;speicher;leistung;lat;long
Leonberg;SENEC Home V3 hybrid dou - 5.0 kWh;12.375;48.8011637;8.997988
Dorfen;SENEC Home V3 hybrid dou - 7.5 kWh;9;48.2941802;12.1726993
Bad Endorf;E3DC S10 E 6.5 kWh;8.25;47.90666150000001;12.3101231
Prutting;SENEC Home V3 hybrid dou - 5.0 kWh;6.75;47.88473930000001;12.1879056
Unterreit;SENEC Home V3 hybrid -5.0 kWh;6.75;48.1201129;12.3340025
Ottobrunn;SENEC Home V3 hybrid dou - 10 kWh;11.25;48.0598428;11.6681224
Seeon;SENEC Home V3 hybrid dou - 5.0 kWh;10.5;47.9758013;12.4611155
Landshut;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.5536867;12.1051129
Grassau;SENEC Home V3 hybrid dou - 10 kWh;16.875;47.77835340000001;12.4518923
Neuhof a.d.Zenn;SENEC Home V3 hybrid dou - 7.5 kWh;9;49.45672339999999;10.6432642
Nordendorf;SENEC Home V3 hybrid dou - 7.5 kWh;10.125;48.5950482;10.8326744
Donzdorf;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.6845738;9.8067932
Tutzing;SENEC Home V3 hybrid dou - 7.5 kWh;10.875;47.895911;11.2543569
Wackersdorf;E3DC S10 E 9.75 kWh;9.75;49.30206459999999;12.1905872
Ottenbach;E3DC S10 E 12.00 kWh;9;48.7340978;9.7554191
Fürstenfeldbruck;SENEC Home V3 hybrid -5.0 kWh;3;48.17870689999999;11.23683
Leienburg;E3DC S10 E 6.5 kWh;9.375;49.45124149999999;11.3065415
Breitenberg;SENEC Home V3 hybrid dou - 10 kWh;11.25;48.7036982;13.7940608
Flotzheim;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.8375776;10.8138378
Unterenzingen;SENEC Home V3 hybrid dou - 5.0 kWh;4.5;48.6582827;9.3561166
Furth im Wald;SENEC Home V3 hybrid -5.0 kWh;6.75;49.3101132;12.8387951
Altmannstein;SENEC Home V3 hybrid -5.0 kWh;7.5;48.8969537;11.6528283
Berg;SENEC Home V3 hybrid dou - 10 kWh;16.875;47.8102585;9.6008876
Gerlingen;SENEC Home V3 hybrid -2.5 kWh;4.125;48.7908056;9.0651574
Anzing;SENEC Home V3 hybrid dou - 10 kWh;18;48.1515169;11.8518643
Wilhermsdorf;SENEC Home V3 hybrid dou - 7.5 kWh;21;49.4819836;10.7175498
Holzkirchen;SENEC Home V3 hybrid dou - 10 kWh;27.75;47.8720967;11.6886436
Kirchberg an der Murr;Huawei Luna2000-10.0 kw/h;9;48.9425755;9.3417915
Obersulm;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;49.1356314;9.391606
Korntal-Münchingen;SENEC Home V3 hybrid -7.5 kWh;6.75;48.8491293;9.096806299999999
Zirndorf;SENEC Home V3 hybrid dou - 7.5 kWh;8.625;49.4428638;10.9613504
Schneizlreuth;SENEC Home V3 hybrid dou - 10 kWh;8.25;47.6901119;12.8017926
Buchdorf;SENEC Home V3 hybrid dou - 10 kWh;9;48.7826369;10.828115
München;E3DC S10 E 6.5 kWh;4.125;48.2000526;11.5534509
Reutlingen;SENEC Home V3 hybrid dou - 5.0 kWh;10.125;48.47740109999999;9.1936152
Schwanstetten;Huawei Luna2000-10.0 kw/h;9;49.3007529;11.1217674
Stuttgart;Huawei Luna2000-5.0 kw/h;4.875;48.8297933;9.2320196
Holzkirchen;SENEC Home V3 hybrid dou - 5.0 kWh;11.25;47.8720967;11.6886436
Benningen;SENEC Home V3 hybrid dou - 5.0 kWh;8.25;48.9432559;9.239902599999999
Gräfelfing;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.1227429;11.4340549
Massing im Rottal;SENEC Home V3 hybrid dou - 5.0 kWh;5.625;48.3950459;12.6145132
Calw;SENEC Home V3 hybrid dou - 5.0 kWh;9.75;48.7215745;8.7177385
Schöllnach;SENEC Home V3 hybrid dou - 10 kWh;12;48.75388909999999;13.1772367
Untergriesbach;SENEC Home V3 hybrid dou - 7.5 kWh;9;48.5751183;13.6681864
Rottenberg am Neckar;SENEC Home V3 hybrid -7.5 kWh;6.75;48.4640734;8.916337
Nürnberg;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;49.5011246;11.0417566
Neuendettelsau;SENEC Home V3 hybrid -5.0 kWh;6;49.298002;10.8002858
Deggendorf;SENEC Home V3 hybrid dou - 7.5 kWh;8.25;49.1114049;11.93227
Neuburg;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;49.3440168;12.37489
Wasserburg am Inn;SENEC Home V3 hybrid -2.5 kWh;3.75;48.0547345;12.1954235
Oberasbach;SENEC Home V3 hybrid dou - 7.5 kWh;9;49.4325206;10.9711906
Oberasbach;SENEC Home V3 hybrid dou - 7.5 kWh;9;49.4325206;10.9711906
Zirndorf;Alpha ESS Smile-HI10 7.8 kwh;6.75;49.4428638;10.9613504
Wiesensteig;SENEC Home V3 hybrid -5.0 kWh;4.5;48.5617826;9.623623600000002
Empfingen;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;48.3987529;8.719165199999999
Lindlar;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;51.02179899999999;7.349167299999999
Bingen;SENEC Home V3 hybrid dou - 10 kWh;29.625;49.9437022;7.922532899999999
Holzbach;SENEC Home V3 hybrid dou - 7.5 kWh;7.875;49.95420739999999;7.531731600000001
Wasserburg am Inn;SENEC Home V3 hybrid dou - 5.0 kWh;5.25;48.0547345;12.1954235
Grafenberg;SENEC Home V3 hybrid -7.5 kWh;6.75;48.566933;9.3027667
Göppingen;SENEC Home V3 hybrid dou - 7.5 kWh;8.625;48.7285331;9.701654999999999
Leutkirch;SENEC Home V3 hybrid -5.0 kWh;5.625;47.8226062;10.0064024
Büttelborn;SENEC Home V3 hybrid dou - 10 kWh;9;49.9155479;8.5350214
Burladingen;SENEC Home V3 hybrid -5.0 kWh;6.75;48.2984526;9.1038503
Geislingen an der Steige;SENEC Home V3 hybrid -5.0 kWh;6.375;48.62151619999999;9.8294482
Eschenbach;SENEC Home V3 hybrid dou - 10 kWh;11.25;49.754469;11.8304178
Niedertaufkirchen;SENEC Home V3 hybrid dou - 7.5 kWh;7.875;48.3297873;12.5501314
Schwandorf;SENEC Home V2.1 - 10 kWh;27.75;49.3244988;12.076344
Burladingen;SENEC Home V3 hybrid -2.5 kWh;6.75;48.2984526;9.1038503
Heroldstatt;SENEC Home V3 hybrid -5.0 kWh;6.75;48.4464496;9.668558899999999
Backnang;SENEC Home V3 hybrid -5.0 kWh;6.75;48.9489037;9.433109
Diebach;SENEC Home V3 hybrid dou - 5.0 kWh;7.125;49.3091434;10.1913331
Oberasbach;SENEC Home V3 hybrid dou - 10 kWh;18.375;49.4325206;10.9711906
Bernried;SENEC Home V3 hybrid -5.0 kWh;6.75;48.918223;12.8832724
München;SENEC Home V3 hybrid -5.0 kWh;5.25;48.1091485;11.6463656
Ramseck am Neckar;SENEC Home V3 hybrid dou - 5.0 kWh;9.75;48.8800511;9.2807956
Backnang;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;48.9489037;9.433109
Monheim;SENEC Home V3 hybrid dou - 5.0 kWh;7.875;48.8426674;10.8536544
Schondorf;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.778341;9.531029499999999
Straßlach-Dingharting;SENEC Home V3 hybrid dou - 10 kWh;9.375;47.9815159;11.5199353
Tamm;SENEC Home V3 hybrid dou - 7.5 kWh;10.5;48.9184019;9.1192232
München;SENEC Home V3 hybrid -7.5 kWh;5.25;48.1863004;11.5211002
Rott;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;47.9849048;12.1307325
München;SENEC Home V3 hybrid dou - 5.0 kWh;9.75;48.13077939999999;11.490008
Germering;SENEC Home V3 hybrid -7.5 kWh;5.25;48.13518089999999;11.3690889
Horb am Neckar;SENEC Home V3 hybrid dou - 10 kWh;12;48.4544359;8.6481543
Weißling;SENEC Home V3 hybrid -7.5 kWh;7.5;48.0745018;11.2483111
Rümmingen;SENEC Home V3 hybrid -5.0 kWh;5.25;47.6428953;7.642124999999999
Eislingen/ Fils;SENEC Home V3 hybrid dou - 10 kWh;11.625;48.7023247;9.7120357
Niederalteich;SENEC Home V3 hybrid -5.0 kWh;6;48.7664877;13.0263663
Allersberg;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;49.23571339999999;11.2342036
München;SENEC Home V3 hybrid -5.0 kWh;5.625;48.1678509;11.3965968
Wassertrüdingen;SENEC Home V3 hybrid dou - 7.5 kWh;9.375;49.0483522;10.6245892
Grafenau;SENEC Home V3 hybrid dou - 10 kWh;16.125;48.8468995;13.4080212
Deggendorf;SENEC Home V3 hybrid dou - 5.0 kWh;6.75;48.8414126;12.9572212
Eggolsheim;SENEC Home V3 hybrid -7.5 kWh;6.75;49.770304;11.0558092
Weisweil;SENEC Home V3 hybrid -2.5 kWh;6;48.1971912;7.677556
